brand,model,engine_type,engine_code,obd_available,rpm,speed,coolant_temp,intake_temp,throttle_pos,engine_load,map,maf,short_fuel_trim,long_fuel_trim,o2_voltage,dtc_count,fault_label,symptom_power_loss,symptom_hard_start,symptom_rough_idle,symptom_black_smoke,symptom_blue_smoke,symptom_white_smoke,symptom_high_consumption,symptom_check_engine,symptom_engine_vibration,symptom_misfire_feel,symptom_stalls_idle,symptom_overheating,symptom_hard_start_hot,symptom_hard_start_cold,symptom_slow_acceleration,symptom_fuel_smell,symptom_rpm_fluctuation,symptom_three_cylinders,symptom_coolant_loss,symptom_low_turbo_pressure,symptom_turbo_whistle,symptom_limp_mode,symptom_no_throttle_response,symptom_weak_battery,symptom_slow_crank,symptom_alternator_not_charging,symptom_battery_light,symptom_fan_runs_often,symptom_temp_drops_while_driving,symptom_slow_warmup,symptom_timing_chain_noise,symptom_dpf_light,symptom_frequent_dpf_regen,symptom_sulfur_smell,symptom_hard_shifting,symptom_gearbox_jerks,symptom_oil_consumption,symptom_metallic_noise,symptom_brake_vibration,symptom_pulls_side,symptom_abs_light,symptom_esp_light,symptom_brake_squeal,symptom_soft_brake_pedal,symptom_steering_wheel_vibration,symptom_noise_over_bumps,symptom_wheel_knock,symptom_steering_play,symptom_pulls_when_braking
Skoda,Astra,1.6 HDI,AXR,1,941,78,111,38,25.9,56.97,62.31,5.35,-1.19,3.58,0.48,1,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Megane,1.6 HDI,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Skoda,Focus,2.2 diesel,BKC,1,844,49,89,25,34.57,38.28,25.11,32.68,-2.1,3.82,0.37,2,oil_consumption,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BMW,Astra,2.0 TDI,BKD,1,896,8,93,35,3.53,58.78,57.9,28.96,-0.5,-4.02,0.24,3,throttle_body_issue,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Focus,2.0 benzina,BKD,1,833,9,95,34,27.22,25.86,68.46,29.52,-3.08,0.81,0.99,2,catalyst_issue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ford,A4,1.9 TDI,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,abs_sensor_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Renault,Golf,1.9 TDI,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,steering_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Skoda,Passat,1.9 TDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maf_issue,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Passat,1.8 benzina,BLS,1,753,56,91,35,21.31,54.78,36.07,27.36,-1.14,-2.44,0.47,2,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Golf,1.6 benzina,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,misfire,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Astra,2.2 diesel,BKD,1,766,6,117,41,8.91,16.75,57.81,26.65,-2.37,3.94,0.37,4,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Astra,2.0 benzina,Z19DTH,1,757,46,81,23,13.32,53.13,56.03,14.1,-0.15,-1.98,0.92,2,catalyst_issue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,C Class,2.0 TDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Megane,1.8 benzina,Z19DTH,1,853,36,86,32,7.31,44.69,45.03,13.07,1.44,0.79,0.27,1,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Passat,2.2 diesel,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Focus,1.5 dCi,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot,Golf,1.9 TDI,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Astra,1.6 HDI,DV6,1,888,90,86,34,11.34,25.61,56.0,30.59,3.87,4.28,0.49,1,oil_consumption,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Seria 3,1.8 benzina,BKD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Astra,1.9 TDI,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Focus,2.0 benzina,DV6,1,856,13,95,27,21.93,53.86,39.79,11.47,4.32,-1.87,0.27,3,egr_issue,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Octavia,1.9 TDI,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BMW,Seria 3,1.8 benzina,BKD,1,858,42,94,41,16.88,15.58,56.76,23.69,-3.38,-3.23,0.57,1,normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Renault,Astra,1.6 benzina,BKC,1,922,42,91,26,14.2,62.06,34.77,6.24,1.01,-3.37,0.58,1,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,A4,2.0 TDI,BKD,1,840,28,88,29,33.92,43.28,47.58,21.66,-0.83,-2.01,0.74,1,steering_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Renault,A4,1.9 TDI,BKD,1,913,4,87,39,23.74,55.24,48.38,25.2,18.52,18.39,0.61,4,vacuum_leak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Focus,1.9 TDI,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Audi,Avensis,2.2 diesel,DV6,1,646,39,82,33,30.85,48.45,42.08,15.88,-2.57,4.36,0.79,4,misfire,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Renault,A4,1.8 benzina,AXR,1,823,85,82,22,22.15,44.45,48.54,25.58,-1.49,2.21,0.29,1,brake_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Peugeot,Avensis,1.9 TDI,N47,1,899,76,91,20,15.92,29.32,48.04,15.02,1.04,2.87,0.52,1,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Opel,C Class,1.6 benzina,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Seria 3,1.9 TDI,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
VW,Avensis,1.6 HDI,K9K,1,851,14,93,34,26.94,18.28,30.87,13.62,2.71,-0.55,0.35,4,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Seria 3,1.6 benzina,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,A4,1.6 HDI,Z19DTH,1,919,18,93,28,33.85,44.99,54.76,30.22,1.3,2.15,0.52,1,steering_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Toyota,Astra,2.0 benzina,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Megane,2.2 diesel,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,catalyst_issue,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,A4,2.0 benzina,BKD,1,935,50,95,42,5.27,55.53,25.21,20.5,-0.57,-4.87,0.54,1,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
VW,Megane,2.0 TDI,1ZZ,1,765,31,92,39,22.89,41.76,66.16,14.75,-2.74,-1.74,0.76,0,brake_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Renault,Passat,2.0 benzina,Z19DTH,1,904,45,92,21,28.85,19.11,27.6,6.12,2.97,0.01,0.41,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Mercedes,Golf,1.8 benzina,OM646,1,792,40,87,26,30.69,38.92,57.1,18.08,-4.16,-3.3,0.32,3,timing_chain_issue,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Toyota,A4,1.5 dCi,OM646,1,838,95,90,26,33.54,30.85,40.97,3.8,10.61,16.07,0.42,3,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toyota,Megane,1.8 benzina,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,brake_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Skoda,Golf,1.6 benzina,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Seria 3,1.6 benzina,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Octavia,2.0 TDI,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Golf,2.0 TDI,AXR,1,757,90,94,29,9.66,49.96,39.82,15.7,-0.37,-2.11,0.72,1,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Megane,2.2 diesel,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,timing_chain_issue,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peugeot,Passat,1.6 HDI,OM646,1,761,45,116,26,16.51,50.45,61.37,17.37,4.35,-0.47,0.6,2,coolant_leak,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Opel,Passat,2.2 diesel,AXR,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Toyota,Megane,1.5 dCi,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Golf,1.6 HDI,1ZZ,1,816,54,82,24,16.86,54.48,38.72,33.06,-4.19,0.95,0.6,0,wheel_alignment_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ford,Octavia,2.2 diesel,N47,1,928,82,81,43,7.53,43.65,44.99,30.78,1.54,0.5,0.22,3,ignition_issue,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Octavia,2.0 benzina,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Passat,1.6 HDI,N47,1,764,24,85,42,13.0,15.97,42.81,22.75,-1.67,-1.42,0.53,2,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Astra,1.8 benzina,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,timing_chain_issue,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Skoda,C Class,1.9 TDI,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Skoda,Focus,1.9 TDI,N47,1,794,59,94,39,18.97,38.39,63.2,12.17,-4.57,-4.06,0.54,0,steering_issue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
Ford,Seria 3,1.6 HDI,Z19DTH,1,801,103,87,36,25.97,57.83,35.9,20.43,1.23,-2.07,0.47,3,timing_chain_issue,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Audi,Megane,2.0 TDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Renault,Avensis,1.5 dCi,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VW,Astra,2.0 benzina,BKD,1,760,89,70,28,19.35,56.98,41.36,11.78,-1.4,-2.55,0.46,2,thermostat_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Audi,Astra,1.6 HDI,BKD,1,757,102,91,32,14.48,52.15,36.46,33.11,-4.18,-2.48,0.25,2,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BMW,Seria 3,1.6 HDI,DV6,1,814,9,82,38,14.98,31.73,59.11,10.5,4.77,2.67,0.79,0,wheel_alignment_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BMW,Astra,1.6 benzina,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,abs_sensor_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Ford,Golf,1.6 HDI,BLS,1,831,84,81,40,28.93,42.82,64.61,15.87,-4.61,3.53,0.43,0,brake_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Opel,Octavia,2.0 benzina,BLS,1,761,68,94,26,13.32,22.18,39.22,17.15,-1.22,4.38,0.27,1,ignition_issue,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Peugeot,Golf,2.0 TDI,DV6,1,795,33,93,45,6.79,39.27,34.42,18.87,1.46,-2.92,0.75,0,battery_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Avensis,1.5 dCi,BLS,1,948,92,109,33,29.21,43.4,58.77,20.2,0.62,-4.04,0.54,2,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ford,Passat,1.9 TDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,throttle_body_issue,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Octavia,2.2 diesel,DV6,1,822,116,54,39,33.07,29.65,40.7,21.27,1.95,0.05,0.64,3,thermostat_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BMW,Astra,1.5 dCi,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Focus,2.0 TDI,AXR,1,933,76,95,27,12.1,23.86,54.92,17.78,16.45,22.7,0.06,3,o2_sensor_issue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Renault,Octavia,1.6 HDI,Z19DTH,1,804,96,85,35,26.38,23.67,39.05,32.96,-1.3,-4.91,0.65,4,oil_consumption,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Passat,1.9 TDI,1ZZ,1,941,45,81,31,27.61,49.27,28.53,13.8,-3.72,0.97,0.32,3,oil_consumption,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Golf,2.0 TDI,K9K,1,831,87,93,39,14.69,36.31,27.01,26.2,3.34,3.89,0.41,0,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Renault,Focus,1.6 benzina,N47,1,768,1,83,38,1.04,32.45,58.65,12.92,3.06,-4.84,0.56,1,throttle_body_issue,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Octavia,2.0 benzina,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Astra,1.6 benzina,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Audi,Passat,1.5 dCi,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,vacuum_leak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
